State,Year,Population,Rates-Burglary,Rates-Larceny,Rates-Motor,Rates-Assault,Rates-Murder,Rates-Rape,Rates-Robbery,All,Burglary,Larceny,Motor,Total-All-V,Assault,Murder,Rape,Robbery
District of Columbia,1989,604000,1950.3,4828.5,1372.7,956.1,71.9,30.8,1083.1,49235,11780,29164,8291,12937,5775,434,186,6542
District of Columbia,1990,606900,1983,4996.9,1336.1,1117,77.8,49.9,1213.5,50470,12035,30326,8109,14919,6779,472,303,7365
District of Columbia,1991,598000,2074.4,4879.9,1360.4,1121.4,80.6,35.8,1215.6,49722,12405,29182,8135,14671,6706,482,214,7269
District of Columbia,1992,589000,1820.2,5205.9,1548,1454.7,75.2,36.5,1266.4,50502,10721,30663,9118,16685,8568,443,215,7459
District of Columbia,1993,578000,1995.5,5449,1394.8,1557.6,78.5,56.1,1229.6,51091,11534,31495,8062,16888,9003,454,324,7107
District of Columbia,1994,570000,1760.9,5212.5,1449.3,1441.8,70,43.7,1107.2,48009,10037,29711,8261,15177,8218,399,249,6311
District of Columbia,1995,554000,1838.4,5833.8,1839.9,1304.7,65,52.7,1239,52697,10185,32319,10193,14744,7228,360,292,6864
District of Columbia,1996,543000,1809.9,5779.9,1837,1162.1,73.1,47.9,1186.7,51188,9828,31385,9975,13411,6310,397,260,6444
District of Columbia,1997,529000,1316.3,5067.9,1430.8,1075.2,56.9,41.2,850.9,41341,6963,26809,7569,10708,5688,301,218,4501
District of Columbia,1998,523000,1216.3,4657.7,1243,943,49.7,36.3,689.5,37222,6361,24360,6501,8988,4932,260,190,3606
District of Columbia,1999,519000,976.3,4181.3,1281.7,889.2,46.4,47.8,644.3,33420,5067,21701,6652,8448,4615,241,248,3344
District of Columbia,2000,572059,829.5,3785.4,1153.7,801,41.8,43.9,621.3,33000,4745,21655,6600,8626,4582,239,251,3554
District of Columbia,2001,573822,862.5,3888.5,1388.9,871.9,40.3,31.5,658.7,35232,4949,22313,7970,9195,5003,231,181,3780
District of Columbia,2002,569157,908.4,3814.1,1686.5,871.8,46.4,46,673.6,36477,5170,21708,9599,9322,4962,264,262,3834
District of Columbia,2003,557620,837.7,3249.3,1776.5,824.4,44.7,49.1,706.8,32696,4671,18119,9906,9061,4597,249,274,3941
District of Columbia,2004,554239,712,2623.8,1517,715.9,35.7,40.1,577.7,26896,3946,14542,8408,7590,3968,198,222,3202
District of Columbia,2005,582049,614.6,2549,1326,682.2,33.5,28.5,635.7,26133,3577,14836,7720,8032,3971,195,166,3700
District of Columbia,2006,581530,659.5,2735.5,1258.9,789.1,29.1,31.8,658.4,27064,3835,15908,7321,8772,4589,169,185,3829
District of Columbia,2007,588292,667.4,2956,1292.9,626.7,30.8,32.6,725,28922,3926,17390,7606,8325,3687,181,192,4265
District of Columbia,2008,591833,640,3372.2,1092.4,626.4,31.4,31.4,748.5,30211,3788,19958,6465,8509,3707,186,186,4430
District of Columbia,2009,599657,616.4,3213,922.5,565.3,24.2,25,734.4,28495,3696,19267,5532,8089,3390,145,150,4404
District of Columbia,2010,604912,699.8,3225.9,835.7,559.1,21.8,30.9,715,28802,4233,19514,5055,8026,3382,132,187,4325
District of Columbia,2011,619020,622,3448.5,720,494,17.4,27.9,661.4,29654,3850,21347,4457,7433,3058,108,173,4094
District of Columbia,2012,632323,556.5,3725.3,579,554.1,13.9,37.3,638.3,30736,3519,23556,3661,7864,3504,88,236,4036
District of Columbia,2013,646449,4808.3,513,3795,630.8,15.9,61.1,42.7,3830,31083,3316,24533,8406,4078,103,395,276
District of Columbia,2014,658893,5182.5,526,4082.3,530.7,15.9,71.6,53.4,4125,34147,3466,26898,8199,3497,105,472,352
District of Columbia,2015,672228,4676.2,442,3748.7,556.7,24.1,73.5,54.4,4133,31435,2971,25200,8531,3742,162,494,366
District of Columbia,2016,681170,346.6,4019.8,436.5,596.5,20.4,78.1,510.9,32716,2361,27382,2973,8214,4063,139,532,3480
District of Columbia,2017,693972,260.7,3650.4,372.8,546.3,16.7,64,378,29729,1809,25333,2587,6974,3791,116,444,2623
District of Columbia,2018,702455,254.5,3750.1,369.1,565.3,22.8,64.1,343.8,30724,1788,26343,2593,6996,3971,160,450,2415
District of Columbia,2019,705749,261.1,3775.4,330.6,592.1,23.5,48.9,384.4,30821,1843,26645,2333,7403,4179,166,345,2713
Florida,1960,4951560,807.1,1486.5,187.6,123.7,10.6,8.1,80.9,122858,39966,73603,9289,11061,6126,527,403,4005
Florida,1961,5222000,720.5,1353,169.7,129.4,9.1,7.6,71.7,117144,37627,70655,8862,11376,6755,477,398,3746
Florida,1962,5459000,743.3,1433.7,168.3,115.3,7.7,5.8,63.3,128028,40575,78266,9187,10489,6294,420,318,3457
Florida,1963,5652000,824.6,1575.3,171.2,128.7,8.2,7,71.1,145313,46604,89034,9675,12150,7272,463,398,4017
Florida,1964,5705000,963.3,1898.5,206.4,184.1,8.6,10.3,86.9,175041,54959,108307,11775,16539,10503,489,589,4958
Florida,1965,5805000,957,1855.9,207.8,188.6,8.9,13.3,88.6,175351,55556,107733,12062,17386,10951,518,771,5146
Florida,1966,5941000,1057.7,2077.5,243.3,213,10.3,14.7,99.9,200716,62839,123424,14453,20069,12653,612,871,5933
Florida,1967,5995000,1220.8,2206.8,285.7,233.6,10.5,15.2,130.9,222612,73188,132298,17126,23399,14006,630,913,7850
Florida,1968,6160000,1327,2398.5,319.9,263.3,11.9,18.1,159.9,249194,81743,147745,19706,27913,16220,731,1113,9849
Florida,1969,6354000,1358.3,2538.4,382.9,267.5,11.3,21.2,162.8,271930,86308,161291,24331,29411,16999,720,1347,10345
Florida,1970,6789443,1561.8,2860.6,396.6,277.2,12.7,22.2,186.1,327182,106036,194216,26930,33824,18819,860,1509,12636
Florida,1971,7041000,1678.4,3054.1,392.7,319.7,13.3,24.3,190.6,360864,118175,215037,27652,38575,22512,933,1708,13422
Florida,1972,7259000,1605.1,2851.1,366.1,326,12.7,26.4,189.4,350054,116516,206962,26576,40252,23663,924,1920,13745
Florida,1973,7678000,1857.2,3048.6,449.9,335,15.4,31.9,222.3,411212,142597,234073,34542,46419,25723,1180,2447,17069
Florida,1974,8090000,2287.3,3939.5,482.9,351.8,14.7,36,275.2,542815,185042,318708,39065,54821,28457,1191,2910,22263
Florida,1975,8357000,2349.6,4240.4,442.6,399.6,13.5,35.7,239.7,587723,196358,354374,36991,57540,33393,1130,2986,20031
Florida,1976,8421000,1954.7,4074,339.7,415,10.7,36.3,186.4,536283,164609,343069,28605,54597,34944,903,3055,15695
Florida,1977,8452000,1859.9,3840.5,351.4,449.1,10.2,39.6,187.9,511494,157195,324601,29698,58052,37960,859,3348,15885
Florida,1978,8594000,1978.8,3936.5,388.6,502.5,11,46.1,206,541760,170061,338299,33400,65792,43182,949,3960,17701
Florida,1979,8860000,2154.4,4267.5,432.3,520.6,12.2,51.6,249.4,607281,190884,378099,38298,73881,46124,1084,4576,22097
Florida,1980,9567112,2506.8,4434.2,477.5,556.6,14.5,56.9,355.5,709730,239825,424223,45682,94095,53254,1387,5439,34015
Florida,1981,10166000,2375.9,4241.8,449.7,545,15,56.1,348.9,718470,241536,431222,45712,98109,55407,1522,5707,35473
Florida,1982,10416000,2034.7,4103.9,429.8,532,13.5,53.6,297.6,684166,211932,427462,44772,93411,55413,1409,5587,31002
Florida,1983,10680000,1796.8,3752.8,404.8,503.7,11.2,48.4,263.4,635934,191902,400796,43236,88292,53797,1199,5170,28126
Florida,1984,10976000,1808,3718.6,426.7,529.6,11.5,50.7,276.2,653429,198446,408153,46830,95270,58125,1264,5570,30311
Florida,1985,11366000,2009.5,4098.1,525.5,564.5,11.4,52.8,312.4,753918,228402,465792,59724,106971,64165,1296,6004,35506
Florida,1986,11675000,2221.3,4372.6,598.1,605.3,11.7,52.7,366.8,839651,259331,510496,69824,121013,70668,1371,6152,42822
Florida,1987,12023000,2256.9,4545.2,676.7,606.3,11.4,50.2,356.6,899167,271346,546466,81355,123168,72896,1371,6032,42869
Florida,1988,12377000,2294.3,4760.6,765.1,653.3,11.4,49.7,403.3,967869,283960,589215,94694,138343,80857,1416,6154,49916
Florida,1989,12671000,2282.8,4606.6,805.7,644.6,11.1,49.7,404,975042,289254,583702,102086,140575,81683,1405,6299,51188
Florida,1990,12937926,2170.6,4569.6,826.3,764.4,10.7,52.4,416.8,978944,280832,591210,106902,160990,98902,1379,6781,53928
Florida,1991,13277000,2005.8,4573.5,783.6,723.4,9.4,51.7,399.8,977570,266313,607222,104035,157243,96047,1248,6865,53083
Florida,1992,13488000,1888.8,4434.3,828,777.2,9,54.2,366.9,964533,254755,598093,111685,162827,104827,1208,7310,49482
Florida,1993,13679000,1835.4,4413.9,895.7,785.7,8.9,53.8,357.6,977363,251063,603784,122516,164975,107479,1224,7359,48913
Florida,1994,13953000,1701,4490.6,911.5,757.4,8.3,52.3,328.8,991105,237341,626578,127186,160016,105679,1165,7301,45871
Florida,1995,14166000,1522.4,4322.4,785.8,715.1,7.3,48.6,299.9,939288,215657,612311,111320,151711,101302,1037,6887,42485
Florida,1996,14400000,1521.2,4204.5,720.6,702.2,7.5,52.1,289.2,928273,219056,605448,103769,151350,101122,1077,7508,41643
Florida,1997,14654000,1459.8,4056.9,731.5,688.7,6.9,51.9,276.1,915613,213926,594492,107195,149996,100926,1012,7599,40459
Florida,1998,14916000,1361.7,3886.8,698.9,639.9,6.5,49.6,242.7,887107,203105,579752,104250,140016,95447,967,7404,36198
Florida,1999,15111244,1200.3,3534.5,616.7,590.5,5.7,46.3,211.6,808674,181378,534105,93191,129044,89226,859,6990,31969
Florida,2000,15982378,1081.8,3242.9,558,563.2,5.6,44.2,199,780377,172898,518298,89181,129777,90008,903,7057,31809
Florida,2001,16373330,1075.2,3154.8,549.2,551.7,5.3,40.6,200.7,782517,176052,516548,89917,130713,90331,874,6641,32867
Florida,2002,16691701,1061.9,3064.3,530.3,530.1,5.5,40.5,195.2,777236,177242,511478,88516,128721,88476,911,6753,32581
Florida,2003,16999181,1003.8,2973.6,479.8,500.6,5.4,39.6,185.4,757696,170644,505489,81563,124280,85106,924,6727,31523
Florida,2004,17385430,956.7,2775.2,450.5,495.8,5.4,38,172.5,727141,166332,482484,78325,123754,86199,946,6612,29997
Florida,2005,17768191,927.4,2662,424,497.2,5,37.1,169.6,712998,164783,472912,75303,125957,88341,883,6592,30141
Florida,2006,18089888,944.6,2619,422.6,485.6,6.2,35.8,188.8,721101,170873,473774,76454,129602,87851,1129,6475,34147
Florida,2007,18251243,996.3,2689,403.4,473.2,6.6,33.7,209.1,746249,181836,490783,73630,131878,86372,1202,6149,38155
Florida,2008,18328340,1028.3,2765.7,346.5,452,6.4,32.6,197.9,758889,188472,506902,63515,126256,82848,1168,5972,36268
Florida,2009,18537969,981.1,2588.6,271.1,410.6,5.5,29.7,166.7,712010,181884,479867,50259,113541,76112,1017,5501,30911
Florida,2010,18838613,897.7,2433.6,220.1,369,5.2,28.5,138.5,669035,169119,458454,41462,101969,69523,987,5373,26086
Florida,2011,19082262,891.8,2418,207.6,347.5,5.2,27.6,134.3,671200,170171,461408,39621,98198,66319,984,5273,25622
Florida,2012,19317568,794.9,2288.6,193.2,330.9,5.2,27.2,123.7,632988,153563,442095,37330,94087,63929,1009,5260,23889
Florida,2013,19552860,3105.3,710.5,2216.3,118.7,5,34.6,24.1,61054,607172,138916,433344,91986,23200,972,6760,4722
Florida,2014,19893297,3415.5,719.9,2481.5,125.2,5.8,43,30.4,72895,679446,143220,493647,107521,24914,1149,8563,6051
Florida,2015,20271272,2813.2,539,2073.6,104.3,5.1,37.3,26.8,63895,570270,109268,420341,93626,21137,1041,7553,5430
Florida,2016,20612439,486.7,1990.8,209.3,290.2,5.4,36.9,97.9,553812,100325,410352,43135,88700,59816,1111,7598,20175
Florida,2017,20984400,423.4,1884.5,204.5,276.5,5,37.8,88.6,527220,88853,395453,42914,85625,58031,1057,7940,18597
Florida,2018,21299325,337.7,1750.8,193.3,260.8,5.2,39.6,79.3,486017,71933,372919,41165,81980,55551,1107,8438,16884
Florida,2019,21477737,295.2,1668.7,181.8,258.3,5.2,39.4,75.5,460846,63396,358402,39048,81270,55475,1122,8456,16217
Georgia,1960,3943116,392.1,709.6,147.4,114.8,11.9,7.5,24.7,49253,15461,27979,5813,6262,4525,469,294,974
Georgia,1961,3987000,437.4,746.1,157,109.4,10,9.5,28.3,53445,17439,29746,6260,6269,4360,400,380,1129
Georgia,1962,4100000,460.3,742.3,191.5,98.5,10.3,10.7,31.7,57160,18872,30436,7852,6200,4038,422,439,1301
Georgia,1963,4140000,468.6,841.6,207.7,116.5,9.4,9.6,34.1,62841,19400,34843,8598,7019,4823,390,396,1410
Georgia,1964,4294000,528.8,883.9,231.7,135.3,11.7,12.3,33.7,70609,22706,37954,9949,8285,5808,503,529,1445
Georgia,1965,4357000,487.4,882,193.5,147,11.3,13.4,29.8,68094,21236,38428,8430,8777,6403,491,586,1297
Georgia,1966,4459000,551.2,943.5,181.7,142.6,11.3,14.6,34.9,74754,24580,42070,8104,9066,6357,504,650,1555
Georgia,1967,4509000,591.4,973.6,199.9,128.5,11.1,12.4,37.3,79581,26667,43900,9014,8536,5792,501,561,1682
Georgia,1968,4588000,660.8,1043.1,236.4,141,13.9,13.5,47.5,89021,30317,47858,10846,9903,6467,636,619,2181
Georgia,1969,4641000,701.5,1182.9,273,150.7,11.9,17.1,62.4,100124,32555,54897,12672,11235,6995,551,794,2895
Georgia,1970,4589575,899.9,1368.6,308.6,177.3,15.3,16.1,95.8,118277,41301,62812,14164,13976,8139,702,740,4395
Georgia,1971,4664000,1050.7,1354.5,301.8,199.2,16,21.5,104.2,126254,49003,63173,14078,15898,9291,745,1004,4858
Georgia,1972,4720000,1081.7,1285.8,306.7,204,18.5,20.8,134.3,126222,51056,60689,14477,17823,9628,871,984,6340
Georgia,1973,4786000,1268.8,1390.7,358.4,211.1,17.4,25.8,158.1,144437,60726,66558,17153,19738,10103,834,1236,7565
Georgia,1974,4882000,1462.4,1660.8,347.1,220.8,17.8,27.1,176.5,169417,71394,81078,16945,21587,10779,868,1323,8617
Georgia,1975,4926000,1580.7,2248.5,337.7,252.6,14.4,25.4,166.5,205266,77867,110762,16637,22608,12442,711,1251,8204
Georgia,1976,4970000,1448.4,2618.3,319.7,241.9,13.9,24.9,142.4,218002,71984,130130,15888,21030,12022,692,1240,7076
Georgia,1977,5048000,1351.1,2170.2,297.9,256.5,11.7,31.1,140.5,192795,68205,109554,15036,22203,12946,593,1570,7094
Georgia,1978,5084000,1475.6,2456.3,356.5,264.2,14.4,37.9,166.3,218028,75022,124880,18126,24545,13432,731,1928,8454
Georgia,1979,5118000,1594,2847.9,416.3,284.5,17.1,43.3,213.7,248641,81579,145758,21304,28594,14562,877,2216,10939
Georgia,1980,5400851,1699.2,2976.6,372.4,299.7,13.8,44.3,197.6,272652,91773,160764,20115,29993,16189,743,2391,10670
Georgia,1981,5569000,1672.1,3073.6,334.6,292.1,17.2,42.4,196.4,282926,93121,171170,18635,30527,16267,960,2362,10938
Georgia,1982,5639000,1497.9,2926.9,311.7,271.2,12.6,39.8,154.6,267097,84469,165049,17579,26963,15292,713,2242,8716
Georgia,1983,5732000,1266.8,2501.7,280,268.8,8.4,35.3,144.2,232062,72614,143398,16050,26179,15408,483,2021,8267
Georgia,1984,5837000,1204.6,2522.7,292.3,284.7,9.4,40.4,144.1,234621,70310,147251,17060,27935,16619,546,2356,8414
Georgia,1985,5976000,1356.6,2877.3,369,289.4,10.4,43.3,164.2,275070,81070,171950,22050,30311,17292,620,2587,9812
Georgia,1986,6104000,1453.1,2984.5,430.3,318.6,11.2,43.9,213.9,297130,88695,182171,26264,35869,19449,686,2678,13056
Georgia,1987,6222000,1552.1,3171,492.4,312.4,11.8,43.1,209.2,324511,96572,197302,30637,35868,19438,735,2681,13014
Georgia,1988,6401000,1610.8,3495.8,554.6,363.7,11.7,46.4,243.6,362376,103106,223768,35502,42589,23278,748,2970,15593
Georgia,1989,6436000,1712.5,3971.1,653.7,403,12.7,48.9,271.1,407868,110215,255578,42075,47357,25937,820,3150,17450
Georgia,1990,6478216,1619.4,3714.3,673.6,427.4,11.8,53.6,263.5,389165,104905,240623,43637,48996,27690,767,3472,17067
Georgia,1991,6623000,1514.7,3629.2,611.3,415,12.8,42.3,268.2,381165,100317,240359,40489,48894,27483,849,2800,17762
Georgia,1992,6751000,1442.8,3653.1,576.4,427.1,11,45.3,249.8,382934,97402,246619,38913,49496,28835,741,3057,16863
Georgia,1993,6917000,1307.3,3568.7,593.8,428.3,11.4,35.4,248,378348,90423,246849,41076,50019,29628,789,2448,17154
Georgia,1994,7055000,1153.9,3631.6,557.2,400.4,10,34.7,222.6,376926,81406,256208,39312,47103,28249,703,2448,15703
Georgia,1995,7201000,1059.9,3678.3,608.4,407.1,9.5,35.3,205.2,385005,76324,264872,43809,47317,29318,683,2539,14777
Georgia,1996,7353000,1114.8,3927.7,628.5,392.8,8.6,32.1,205.4,416986,81968,288803,46215,46966,28879,630,2357,15100
Georgia,1997,7486000,1086.3,3503.4,595.4,361.3,7.5,31.1,206.7,388155,81320,262263,44572,45408,27044,563,2328,15473
Georgia,1998,7642000,990.8,3342.8,556.6,347,8.1,30.4,187.2,373717,75720,255459,42538,43762,26514,618,2322,14308
Georgia,1999,7788240,917.1,3182.2,515.1,330.3,7.5,29.8,166.4,359383,71429,247834,40120,41585,25721,583,2319,12962
Georgia,2000,8186453,836.6,2937,472.8,310.9,8,24,161.9,347630,68488,240440,38702,41319,25450,651,1968,13250
Georgia,2001,8405677,854.2,2837.2,447.2,291.4,7.1,25.9,171.3,347872,71799,238484,37589,41671,24491,598,2180,14402
Georgia,2002,8544005,865.3,2745.7,445.2,270.7,7.1,24.7,157.2,346559,73932,234591,38036,39271,23125,606,2108,13432
Georgia,2003,8676460,910.5,2849,500.1,259.3,7.6,25.7,161.9,369589,79001,247196,43392,39435,22501,657,2234,14043
Georgia,2004,8918129,930.6,2796.8,496,264.2,6.9,26.8,153.1,376656,82992,249426,44238,40217,23561,613,2387,13656
Georgia,2005,9132553,924.9,2733,487,262.5,6.2,23.5,153.7,378534,84463,249594,44477,40725,23977,564,2143,14041
Georgia,2006,9363941,909.2,2503.7,460.6,282.7,6.5,23.2,165.6,362712,85140,234445,43127,44754,26469,605,2169,15511
Georgia,2007,9544750,946,2498.1,445.5,279.8,7.5,23,181.2,371248,90294,238436,42518,46917,26708,720,2198,17291
Georgia,2008,9685744,1038.3,2557.5,409.3,274.3,6.6,24.1,183.9,387917,100564,247709,39644,47353,26571,640,2334,17808
Georgia,2009,9829211,1003.2,2332,337.4,249.8,5.8,23.6,148.9,360985,98606,229216,33163,42073,24553,566,2323,14631
Georgia,2010,9712157,998.2,2328.6,312.4,247.5,5.7,21.7,127.4,353449,96947,226161,30341,39068,24034,555,2107,12372
Georgia,2011,9812460,978.5,2359.7,302.5,223,5.6,21.1,125,357235,96014,231543,29678,36762,21881,549,2066,12266
Georgia,2012,9919945,874.9,2248,287.7,226,5.9,21.4,125.6,338329,86789,223004,28536,37591,22423,581,2124,12463
Georgia,2013,9992167,3346.6,823.2,2254.9,125,5.6,25.8,19.9,20915,334399,82258,225315,36541,12488,556,2582,1984
Georgia,2014,10097343,3281.2,756.9,2258.4,123,5.7,30.2,21.4,22052,331316,76428,228034,38097,12417,580,3048,2159
Georgia,2015,10214860,3022.3,649.8,2113.3,119.9,6,31.6,22.5,22557,308723,66374,215867,38643,12247,615,3224,2296
Georgia,2016,10310371,614.4,2130.1,259.9,238.5,6.6,34,118.4,309770,63344,219625,26801,40990,24595,681,3509,12205
Georgia,2017,10429379,530.9,2077.4,251.8,228.1,6.7,26.1,96.3,298298,55374,216661,26263,37258,23793,703,2718,10044
Georgia,2018,10519475,431.3,1907,235.4,216.6,6.1,25.2,78.7,270738,45369,200609,24760,34355,22783,642,2651,8279
Georgia,2019,10617423,372.1,1779.8,223.9,232,6.2,27.5,75,252249,39506,188967,23776,36170,24633,654,2922,7961
Hawaii,1960,632772,525.9,1480.6,269.9,5.2,2.4,3.3,10.9,14405,3328,9369,1708,138,33,15,21,69
Hawaii,1961,657000,595,1597.9,304.9,7.8,2.3,3.8,10.7,16410,3909,10498,2003,161,51,15,25,70
Hawaii,1962,693000,647.2,1543,319.3,14.3,2.9,2.5,17.3,17391,4485,10693,2213,256,99,20,17,120
Hawaii,1963,694000,712.4,1557.9,241.2,15.1,1.7,2.6,11.5,17430,4944,10812,1674,215,105,12,18,80
Hawaii,1964,701000,838.8,1612.1,257.2,63.8,2.1,2.6,13.6,18984,5880,11301,1803,575,447,15,18,95
Hawaii,1965,711000,980.9,1839.4,363,46.3,3.2,0.8,18.7,22633,6974,13078,2581,491,329,23,6,133
Hawaii,1966,718000,1129.7,1971,319.2,53.9,2.9,4.9,21.6,24555,8111,14152,2292,598,387,21,35,155
Hawaii,1967,739000,1152.4,2082.8,404.2,52.8,2.4,5,19.8,26895,8516,15392,2987,591,390,18,37,146
Hawaii,1968,778000,1363.8,2483.7,505.8,52.4,2.8,7.2,22.6,33868,10610,19323,3935,662,408,22,56,176
Hawaii,1969,794000,1304.8,2606,535.9,35,3.4,12.2,35.5,35307,10360,20692,4255,684,278,27,97,282
Hawaii,1970,769913,1456.1,3106.1,581.1,43.1,3.6,11.8,63.3,39599,11211,23914,4474,938,332,28,91,487
Hawaii,1971,789000,1437.1,3222.4,567.3,116.1,5.3,17.5,93,41240,11339,25425,4476,1830,916,42,138,734
Hawaii,1972,809000,1335.6,2723,398.4,72.1,6.8,21.3,55.4,36057,10805,22029,3223,1258,583,55,172,448
Hawaii,1973,832000,1535.5,2830.8,436.9,46.5,5.3,20.2,83.7,39962,12775,23552,3635,1295,387,44,168,696
Hawaii,1974,847000,1784.8,3492.8,586.1,52.1,8.3,26.1,121.6,49665,15117,29584,4964,1762,441,70,221,1030
Hawaii,1975,865000,1826.8,3457.7,523.7,58.3,7.7,24.7,127.6,50241,15802,29909,4530,1889,504,67,214,1104
Hawaii,1976,887000,1881.6,3669,542.1,66.5,6.2,23.6,133,54042,16690,32544,4808,2034,590,55,209,1180
Hawaii,1977,895000,1911.5,3920.4,489.4,64.1,7.2,25.5,128,56576,17108,35088,4380,2012,574,64,228,1146
Hawaii,1978,897000,1937.7,4357.5,570.8,64,6.7,25.9,173.6,61588,17381,39087,5120,2423,574,60,232,1557
Hawaii,1979,915000,1807.4,4435,715.4,65.7,7.2,32.3,184.5,63664,16538,40580,6546,2651,601,66,296,1688
Hawaii,1980,964680,1847.5,4723.2,612.1,65.8,8.7,34.7,190.2,69291,17822,45564,5905,2889,635,84,335,1835
Hawaii,1981,979000,1708.5,4157.2,430.1,59.7,4.8,34.7,148.4,61636,16726,40699,4211,2424,584,47,340,1453
Hawaii,1982,994000,1657.6,4250.3,420.6,61.3,3.1,34.4,156.9,62906,16477,42248,4181,2542,609,31,342,1560
Hawaii,1983,1023000,1332.9,3804.5,420,87.1,5.6,29.4,130,56853,13636,38920,4297,2579,891,57,301,1330
Hawaii,1984,1039000,1213.6,3689,349.9,82.5,3.3,30.2,115.9,54573,12609,38329,3635,2409,857,34,314,1204
Hawaii,1985,1054000,1154.1,3544.3,282.7,86.5,4.1,29.4,99.4,52501,12164,37357,2980,2313,912,43,310,1048
Hawaii,1986,1062000,1338.8,3759.1,328.2,103.1,4.8,31,106.3,57626,14218,39922,3486,2604,1095,51,329,1129
Hawaii,1987,1083000,1155.6,4033.1,366,124.2,4.8,36.3,98,60157,12515,43678,3964,2851,1345,52,393,1061
Hawaii,1988,1093000,1255.8,4112.2,364,136.5,4,32.5,84.1,62650,13726,44946,3978,2810,1492,44,355,919
Hawaii,1989,1112000,1343.4,4260.3,396.6,137.6,4.8,44.6,83.2,66723,14939,47374,4410,3004,1530,53,496,925
Hawaii,1990,1108229,1228.2,4217.1,380.5,153,4,32.5,91.4,64563,13611,46735,4217,3113,1696,44,360,1013
Hawaii,1991,1135000,1234.4,4158.1,336,117.9,4,33,86.9,65020,14011,47195,3814,2744,1338,45,375,986
Hawaii,1992,1160000,1121.2,4357.2,375.1,117.7,3.6,37.9,99.2,67901,13006,50544,4351,2998,1365,42,440,1151
Hawaii,1993,1172000,1135.7,4429.4,450.8,120.1,3.8,33.6,103.6,70505,13310,51912,5283,3061,1408,45,394,1214
Hawaii,1994,1179000,1189.9,4687,541.4,123.9,4.2,30.4,103.6,75672,14029,55260,6383,3091,1461,50,359,1221
Hawaii,1995,1187000,1165.3,5046.9,690.7,131.8,4.7,28.3,130.8,81938,13832,59907,8199,3509,1564,56,336,1553
Hawaii,1996,1184000,1079.5,4620,604.5,114,3.4,27.5,135.6,74639,12781,54701,7157,3322,1350,40,326,1606
Hawaii,1997,1187000,1073.4,4126.7,544.9,124.5,4,31.3,118.2,68193,12741,48984,6468,3299,1478,47,371,1403
Hawaii,1998,1193000,936.2,3681,468.9,112.7,2,29.5,102.7,60677,11169,43914,5594,2946,1345,24,352,1225
Hawaii,1999,1185497,794.7,3412.7,393.1,113.3,3.7,29.9,88.1,54539,9421,40458,4660,2785,1343,44,354,1044
Hawaii,2000,1211537,880.3,3570.2,504.6,119.7,2.9,28.6,92.7,60033,10665,43254,6114,2954,1450,35,346,1123
Hawaii,2001,1227024,909.7,3661.3,549.5,125,2.6,33.3,93.1,62830,11162,44925,6743,3117,1534,32,409,1142
Hawaii,2002,1240663,1025.4,3977.2,798.8,133.5,1.9,30,97.5,71976,12722,49344,9910,3262,1656,24,372,1210
Hawaii,2003,1248755,913.6,3588.1,772.8,147.6,1.8,29.4,93.5,65867,11409,44807,9651,3400,1843,22,367,1168
Hawaii,2004,1262124,857.8,3254.7,683,150.8,2.6,26.4,74.8,60525,10827,41078,8620,3213,1903,33,333,944
Hawaii,2005,1273278,769,3313,717,148,1.9,26.9,78.6,61115,9792,42188,9135,3253,1885,24,343,1001
Hawaii,2006,1285498,678.6,2939.3,602,162.6,1.6,27.5,89,54247,8724,37784,7739,3608,2090,21,353,1144
Hawaii,2007,1283388,708.2,2921.5,489.6,157.5,1.9,29.4,87.4,52866,9089,37494,6283,3544,2021,24,377,1122
Hawaii,2008,1288198,730,2439.4,397.1,158.1,2,28.2,84.2,45944,9404,31424,5116,3510,2036,26,363,1085
Hawaii,2009,1295178,713.7,2580,375,163.1,1.8,29.7,79.5,47516,9244,33415,4857,3550,2112,23,385,1030
Hawaii,2010,1363359,638.6,2323.7,387.3,156.7,1.8,27.7,78.1,45667,8706,31681,5280,3603,2136,25,377,1065
Hawaii,2011,1378129,592.5,2266.8,324.3,152.2,1.5,25.6,72.1,43874,8165,31240,4469,3465,2098,20,353,994
Hawaii,2012,1392313,573.1,2243.2,258.9,141.9,2.1,20.5,74.7,42817,7979,31233,3605,3330,1976,29,285,1040
Hawaii,2013,1404054,3053.7,536.5,2254.8,80.6,1.5,27.4,21.1,1996,42875,7533,31658,3533,1131,21,385,296
Hawaii,2014,1419561,3050,547.9,2228.9,78,1.8,31.3,22.1,2102,43297,7778,31640,3680,1107,26,445,314
Hawaii,2015,1431603,3796.2,458,2934.5,84,1.3,39.2,27.9,2418,54346,6557,42010,4201,1203,19,561,400
Hawaii,2016,1428557,421.2,2175.8,395.8,193.8,2.5,43.3,69.6,42753,6017,31082,5654,4417,2769,35,619,994
Hawaii,2017,1427538,388.7,2071.7,369.1,132.7,2.7,39.7,75.4,40392,5549,29574,5269,3577,1894,39,567,1077
Hawaii,2018,1420491,396.4,2076.2,397.7,135.5,2.5,44,66.6,40772,5631,29492,5649,3532,1925,36,625,946
Hawaii,2019,1415872,377.2,2093,371.1,148.2,3.4,54,79.9,40228,5340,29634,5254,4042,2098,48,765,1131
