State,Year,Population,Rates-Burglary,Rates-Larceny,Rates-Motor,Rates-Assault,Rates-Murder,Rates-Rape,Rates-Robbery,All,Burglary,Larceny,Motor,Total-All-V,Assault,Murder,Rape,Robbery
Arkansas,1994,2453000,1097.1,2791.6,315,412.5,12,41.9,128.7,103115,26911,68478,7726,14598,10118,294,1028,3158
Arkansas,1995,2484000,996.9,2815.4,325.4,379.8,10.4,37.2,125.7,102780,24763,69935,8082,13741,9435,259,925,3122
Arkansas,1996,2510000,953.2,2908.8,312.9,359.8,8.7,41.7,114.1,104790,23925,73010,7855,13161,9032,219,1046,2864
Arkansas,1997,2523000,1013.4,2863.8,314.6,361.9,9.9,43.5,111.5,105759,25568,72253,7938,13293,9131,250,1098,2814
Arkansas,1998,2538000,928.3,2581.8,283.2,350.9,7.9,35.2,96.2,96271,23559,65525,7187,12442,8906,201,893,2442
Arkansas,1999,2551373,850.2,2505.6,261.2,312.4,5.6,27.8,79.3,92283,21692,63927,6664,10848,7971,143,710,2024
Arkansas,2000,2673400,802.1,2608.7,259.3,332.4,6.3,31.7,74.8,98115,21443,69740,6932,11904,8887,168,848,2001
Arkansas,2001,2694698,823.7,2582.5,271.6,332.8,5.5,33.1,80.9,99106,22196,69590,7320,12190,8969,148,892,2181
Arkansas,2002,2706268,858.3,2628.3,251.7,298.6,5.2,27.9,93.3,101171,23229,71129,6813,11501,8081,142,754,2524
Arkansas,2003,2727774,917.1,2495.1,220.2,334.7,6.6,33.4,81.6,99084,25016,68061,6007,12449,9131,180,911,2227
Arkansas,2004,2750000,1096.4,2699.7,237,366.7,6.4,43,86.3,110911,30151,74242,6518,13814,10083,176,1183,2372
Arkansas,2005,2775708,1085.1,2720,262,387.2,6.8,43.3,91.2,112914,30118,75510,7286,14670,10747,189,1202,2532
Arkansas,2006,2810872,1133.6,2584.5,267.4,400.6,7.3,47.1,97.8,112025,31864,72646,7515,15538,11259,205,1325,2749
Arkansas,2007,2834797,1130.1,2578.5,246.9,374.9,7,45.6,109.5,112130,32035,73096,6999,15226,10629,198,1294,3105
Arkansas,2008,2855390,1187.6,2448.2,229.1,358.8,5.8,51.2,97.3,110360,33912,69905,6543,14649,10244,165,1463,2777
Arkansas,2009,2889450,1202.8,2361.3,211,372.8,6.2,47.7,89.2,109078,34753,68228,6097,14905,10772,179,1378,2576
Arkansas,2010,2921588,1111.1,2252.1,190.3,372.6,4.6,45.2,81.1,103820,32463,65796,5561,14711,10887,134,1321,2369
Arkansas,2011,2938582,1157.6,2404.1,196.3,354.8,5.4,41.9,80.2,110430,34016,70645,5769,14173,10426,160,1230,2357
Arkansas,2012,2949131,1081.3,2384.7,194.1,342.3,5.9,42.3,78.7,107941,31890,70327,5724,13835,10095,173,1247,2320
Arkansas,2013,2959373,3602.6,1030.1,2380.6,76.3,5.4,48.1,33.6,9781,106613,30485,70450,13621,2258,159,1423,993
Arkansas,2014,2966369,3338,835.7,2313.5,69.1,5.6,59.4,39.8,10265,99018,24790,68627,14243,2050,165,1763,1182
Arkansas,2015,2978204,3251.5,760.2,2297.5,70.4,6.1,64.8,43.7,11316,96836,22640,68424,15526,2098,181,1931,1300
Arkansas,2016,2988248,795.5,2233.6,239.4,401,7.2,71.7,70.9,97673,23771,66747,7155,16461,11982,216,2143,2120
Arkansas,2017,3004279,727.7,2109.5,241.4,413.6,8.6,68.3,64.4,92489,21862,63374,7253,16671,12425,258,2053,1935
Arkansas,2018,3013825,636.8,2040.2,236,410.7,7.2,72.9,52.9,87793,19193,61487,7113,16384,12378,216,2196,1594
Arkansas,2019,3017804,599.6,2012.6,245.9,447.8,8,77.2,51.6,86250,18095,60735,7420,17643,13513,242,2331,1557
California,1960,15717204,910.5,1984.8,340.1,119.6,3.9,18.2,97.3,508511,143102,311956,53453,37558,18796,616,2859,15287
California,1961,16397000,894.2,1950.6,332.7,120,3.7,18.5,90.5,521008,146615,319834,54559,38154,19684,605,3033,14832
California,1962,16970000,934.1,2052.9,339.2,121.7,3.9,17.4,91.9,564451,158523,348373,57555,39846,20645,657,2946,15598
California,1963,17590000,998.9,2184.7,362.2,126.3,3.8,17.5,93.6,623709,175703,384289,63717,42419,22208,673,3080,16458
California,1964,18084000,1088.7,2366.5,419.1,138.2,4.1,20,103.2,700630,196883,427960,75787,48026,24998,740,3621,18667
California,1965,18602000,1209.6,2388,439.6,142.9,4.7,21.2,113.3,750997,225007,444217,81773,52490,26581,880,3948,21081
California,1966,18918000,1277.4,2506.2,460.7,159.1,4.6,23.4,118,802944,241666,474122,87156,57718,30101,868,4432,22317
California,1967,19153000,1446,2748.8,508.1,172.7,5.4,25,149,900757,276958,526477,97322,67446,33076,1039,4792,28539
California,1968,19221000,1644.5,3032.3,621.4,194.6,6,29.9,192.5,1018363,316081,582838,119444,81293,37408,1150,5744,36991
California,1969,19443000,1676.1,3282.7,678.6,217,7.1,36.3,201.8,1096083,325891,638249,131943,89878,42199,1386,7053,39240
California,1970,19953134,1753,3422.1,689.2,225.9,6.9,35.1,206.9,1170113,349788,682811,137514,94741,45083,1376,7005,41277
California,1971,20223000,1939.8,3517.9,713.9,238.9,8.1,36.1,235.5,1248069,392277,711417,144375,104872,48304,1642,7300,47626
California,1972,20468000,1949.2,3242,681.3,253.7,8.8,39.7,238.6,1201968,398960,663568,139440,110667,51920,1791,8127,48829
California,1973,20601000,1979.6,3123.6,635.9,275.8,9,40.6,240.4,1182309,407824,643488,130997,116563,56813,1862,8357,49531
California,1974,20907000,2072,3525.5,638.8,307.8,9.5,40.6,252.7,1303810,433194,737067,133549,127658,64357,1985,8494,52822
California,1975,21185000,2217.3,3703.7,628.2,321,10.4,41.6,282.4,1387451,469726,784639,133086,138842,67999,2209,8807,59827
California,1976,21520000,2174.6,3745.8,644.3,338.7,10.3,44.7,275.6,1412716,467980,806086,138650,144041,72889,2220,9614,59318
California,1977,21896000,2139.4,3499.8,663.5,358,11.5,49.4,287,1380039,468452,766317,145270,154582,78390,2515,10825,62852
California,1978,22294000,2193.3,3488.8,691.3,374.4,11.7,50.8,306.1,1420857,488966,777783,154108,165626,83464,2611,11316,68235
California,1979,22696000,2186.8,3732.6,738.3,410.3,13,53.9,333.8,1511021,496310,847148,167563,184087,93129,2952,12239,75767
California,1980,23532680,2316.5,3880,742.9,436.7,14.5,58.2,384.2,1633042,545138,913070,174834,210290,102766,3411,13693,90420
California,1981,24159000,2238.5,3816.1,672.9,405.6,13,56.2,388.2,1625302,540806,921939,162557,208485,97995,3143,13566,93781
California,1982,24724000,2020.2,3785.1,665.5,380.7,11.2,50.7,372.1,1599827,499466,935831,164530,201429,94133,2779,12529,91988
California,1983,25174000,1829.1,3444.5,631.2,373.1,10.5,48,340.9,1486487,460460,867123,158904,194491,93933,2639,12093,85826
California,1984,25622000,1729.3,3346.1,629.6,379.5,10.6,45.7,327.5,1461731,443094,857328,161309,195589,97246,2717,11702,83924
California,1985,26365000,1701.1,3379.4,672.2,383.8,10.5,43.3,327.7,1516710,448506,890967,177237,201763,101185,2770,11421,86387
California,1986,26981000,1696.4,3383.9,762,521.5,11.3,44.9,342.9,1576299,457698,913004,205597,248370,140701,3038,12119,92512
California,1987,27663000,1518.2,3240.2,830.1,562.4,10.6,43.8,301.3,1545928,419969,896335,229624,253943,155569,2924,12109,83341
California,1988,28168000,1447.1,3314.5,944,571.8,10.4,41.8,305.8,1607180,407631,933636,265913,261912,161055,2936,11780,86141
California,1989,29063000,1412.3,3346.5,1026.9,593.8,10.9,41.2,331.8,1681516,410468,972603,298445,284136,172581,3158,11966,96431
California,1990,29760021,1345.4,3197.5,1015.5,613.6,11.9,42.6,377,1654186,400392,951580,302214,311051,182602,3553,12688,112208
California,1991,30380000,1397.8,3246,1038.9,623.5,12.7,42.4,411.3,1726391,424656,986120,315615,331122,189428,3859,12896,124939
California,1992,30867000,1384.9,3137.8,1037.1,641.6,12.7,41.3,424.1,1716137,427491,968534,320112,345624,198045,3921,12761,130897
California,1993,31211000,1327,3029.1,1023,621.8,13.1,37.7,405.1,1678884,414182,945407,319295,336381,194083,4096,11766,126436
California,1994,31431000,1222.5,2957.7,980.6,609.4,11.8,34.9,356.8,1622102,384257,929640,308205,318395,191548,3703,10984,112160
California,1995,31589000,1120.3,2856.9,887.9,590.3,11.2,33.4,331.2,1536830,353895,902456,280479,305154,186458,3531,10554,104611
California,1996,31878000,979.4,2605.1,760.6,525.8,9.1,32.1,295.6,1385135,312212,830457,242466,274996,167614,2916,10244,94222
California,1997,32268000,927.4,2430.9,708.8,506.2,8,31.6,252.5,1312367,299240,784405,228722,257582,163346,2579,10189,81468
California,1998,32667000,823.5,2217.1,598.5,456.6,6.6,29.9,210.6,1188791,269012,724262,195517,229883,149148,2171,9782,68782
California,1999,33145121,675.3,1994.2,508.3,411.7,6,28.2,181.1,1053285,223814,660991,168480,207879,136472,2005,9363,60039
California,2000,33871648,656.3,1924.5,537.4,408.7,6.1,28.9,177.9,1056183,222293,651855,182035,210531,138418,2079,9785,60249
California,2001,34600463,671.3,2016.6,590.1,393.3,6.4,28.8,186.7,1134189,232273,697739,204177,212867,136087,2206,9960,64614
California,2002,35001986,681.2,2044.7,635.3,373.8,6.8,29.1,185.6,1176484,238428,715692,222364,208388,130827,2395,10198,64968
California,2003,35462712,683.2,2062.7,680.5,364.8,6.8,28.2,179.8,1215086,242274,731486,241326,205551,129380,2407,9994,63770
California,2004,35842038,686.1,2033.1,704.8,322,6.7,26.8,172.3,1227194,245903,728687,252604,189175,115400,2392,9615,61768
California,2005,36154147,692.9,1915,712,317.1,6.9,26,176,1200531,250521,692467,257543,190178,114661,2503,9392,63622
California,2006,36457549,678.1,1835.3,668.3,306.2,6.8,25.3,195.1,1159988,247230,669103,243655,194483,111620,2486,9235,71142
California,2007,36553215,650.7,1790.6,602.2,299.7,6.2,24.7,193.4,1112510,237850,654526,220134,191561,109547,2262,9046,70706
California,2008,36756666,647,1770.2,523.8,285.4,5.8,24.2,188.8,1080996,237811,650656,192529,185329,104896,2142,8903,69388
California,2009,36961664,622.8,1665,443.3,271,5.3,23.6,173.4,1009433,230198,615402,163833,174934,100156,1972,8713,64093
California,2010,37338198,612.9,1608.4,408.5,256.8,4.8,22.3,155.6,981939,228857,600558,152524,164133,95877,1809,8331,58116
California,2011,37683933,610.5,1584,389.7,242,4.8,20.3,144.1,973822,230075,596905,146842,154943,91195,1792,7665,54291
California,2012,38041430,646.1,1669.5,443.2,248.9,5,20.6,148.6,1049465,245767,635090,168608,160944,94702,1884,7837,56521
California,2013,38332521,2658.1,605.4,1621.5,139.9,4.6,25.3,19.5,89029,1018907,232058,621557,154129,53640,1746,9714,7464
California,2014,38802500,2441.1,522.3,1527.4,125.5,4.4,29.7,21.6,91803,947192,202670,592670,153709,48680,1699,11527,8398
California,2015,39144818,2618.3,504.3,1677.1,135,4.8,32.7,24,99349,1024914,197404,656517,166883,52862,1861,12811,9387
California,2016,39250017,479.8,1623,450.3,265.9,4.9,34.9,139.6,1002070,188304,637010,176756,174796,104375,1930,13702,54789
California,2017,39536653,446.9,1623.9,425.9,264.2,4.6,37.2,143.2,987114,176690,642033,168391,177627,104454,1830,14721,56622
California,2018,39557045,416.2,1571.8,392.4,266.5,4.4,39.2,137.3,941618,164632,621775,155211,176982,105412,1739,15505,54326
California,2019,39512223,386.1,1586.3,358.8,267.1,4.3,37.5,132.4,921114,152555,626802,141757,174331,105541,1690,14799,52301
Colorado,1960,1753947,569.9,1251.4,213.8,42.4,4.2,13.1,77.7,35695,9996,21949,3750,2408,744,73,229,1362
Colorado,1961,1781000,655.9,1322.3,276.5,40,4.7,12.9,91.7,40156,11681,23551,4924,2659,713,83,230,1633
Colorado,1962,1907000,681.1,1507.1,322.2,51.8,5,14.8,85.2,47872,12988,28740,6144,2990,987,96,283,1624
Colorado,1963,1961000,670.5,1553.5,306.5,42.6,4.8,14.5,68.3,49624,13149,30465,6010,2555,836,94,285,1340
Colorado,1964,1966000,679.9,1619,271.2,70.1,4.2,17.1,67.3,50528,13367,31829,5332,3119,1378,82,336,1323
Colorado,1965,1969000,650.9,1652.2,248.7,78.6,3.5,16.2,54.5,50245,12817,32532,4896,3007,1547,69,318,1073
Colorado,1966,1977000,711,1831.3,298.3,93.8,4,17.3,53.8,56160,14057,36205,5898,3340,1854,79,343,1064
Colorado,1967,1975000,789.4,2019.5,308.4,98.9,4.1,20.9,67.9,61565,15590,39885,6090,3789,1954,81,412,1342
Colorado,1968,2048000,917,2262,420.6,135,5.4,26.1,96.5,73720,18780,46326,8614,5387,2765,110,535,1977
Colorado,1969,2100000,1133.2,2559.2,507,154,5.3,28.8,110.7,88188,23798,53743,10647,6275,3234,112,605,2324
Colorado,1970,2207259,1380.9,2992.1,588.4,185.4,6.2,36,129.1,109512,30481,66043,12988,7874,4093,137,795,2849
Colorado,1971,2283000,1450,3128.5,564.8,193.8,6.5,38.4,134.9,117422,33104,71423,12895,8530,4424,149,877,3080
Colorado,1972,2357000,1580.1,3018.8,589.3,217.3,8.3,38.4,141.4,122286,37242,71154,13890,9555,5122,196,905,3332
Colorado,1973,2437000,1598.8,2910.6,572.5,204.4,7.9,38.7,162.9,123845,38963,70931,13951,10088,4981,193,944,3970
Colorado,1974,2496000,1843.1,3354.2,538.6,221.6,6,36.5,165.7,143170,46005,83722,13443,10728,5530,151,910,4137
Colorado,1975,2534000,2001.2,3744,467.2,240.1,7.4,41.5,174.1,157421,50710,94873,11838,11735,6084,188,1051,4412
Colorado,1976,2583000,1879.9,4043.5,442,236.7,6.8,33.8,139.7,164419,48558,104443,11418,10770,6113,176,873,3608
Colorado,1977,2619000,1935.2,3903.2,477.1,292.9,6.3,42,170.7,165405,50684,102225,12496,13407,7670,166,1100,4471
Colorado,1978,2670000,1869.6,3977,487.9,281.9,7.3,49.6,159.2,169130,49917,106185,13028,13296,7526,196,1323,4251
Colorado,1979,2772000,1794.4,4253.2,481.4,306.1,5.8,53.1,157,180984,49741,117898,13345,14472,8486,161,1472,4353
Colorado,1980,2878407,2030.8,4325.8,448.3,309.2,6.9,52.5,160.1,195872,58455,124514,12903,15215,8899,198,1510,4608
Colorado,1981,2963000,2031.6,4375.9,413.9,318.5,8.1,45.6,159.5,202119,60197,129658,12264,15755,9438,239,1352,4726
Colorado,1982,3045000,1749.1,4429.3,397.3,303.1,6,44.5,150.6,200230,53260,134873,12097,15354,9229,182,1356,4587
Colorado,1983,3139000,1532.4,4245.7,372.7,301.7,6.4,41.9,126.4,193070,48101,133271,11698,14955,9469,202,1316,3968
Colorado,1984,3178000,1561.3,4054.7,397.3,299,5.8,39,114,191104,49619,128859,12626,14548,9503,184,1238,3623
Colorado,1985,3231000,1748.1,4267,432.9,300.1,5.8,40.9,124.2,208336,56480,137868,13988,15219,9697,189,1321,4012
Colorado,1986,3267000,1791.6,4230.8,486,329.4,7,42.3,144.8,212626,58531,138219,15876,17105,10762,230,1382,4731
Colorado,1987,3296000,1534.6,4012.9,436.3,302.1,5.8,40.8,118.8,197225,50580,132266,14379,15409,9958,191,1344,3916
Colorado,1988,3290000,1383.1,3900.6,422,329.5,5.7,38.6,98.8,187719,45503,128331,13885,15548,10842,187,1269,3250
Colorado,1989,3317000,1250.4,3864.8,452.9,340.8,4.4,36.2,90,184692,41475,128195,15022,15636,11304,146,1202,2984
Colorado,1990,3294394,1208.8,3890.6,428.4,385,4.2,46.2,90.6,182106,39822,128172,14112,17328,12684,138,1521,2985
Colorado,1991,3377000,1158.3,3930,426.4,398.9,5.9,47,107.4,186235,39117,132717,14401,18887,13472,199,1588,3628
Colorado,1992,3470000,1090.9,3780.1,509,404.9,6.2,47.3,120.5,186684,37853,131169,17662,20086,14049,216,1641,4180
Colorado,1993,3566000,1009.8,3499.4,450.3,399,5.8,45.8,116.7,176856,36011,124787,16058,20229,14230,206,1633,4160
Colorado,1994,3656000,925.7,3490.2,392.9,354,5.4,43.2,106.9,175808,33843,127600,14365,18632,12944,199,1579,3910
Colorado,1995,3747000,934.1,3634.5,387.5,298.7,5.8,39.5,96.2,185705,35001,136184,14520,16494,11194,216,1480,3604
Colorado,1996,3823000,900.8,3415.5,397.8,255.4,4.7,46.2,98.2,180218,34436,130576,15206,15463,9763,180,1765,3755
Colorado,1997,3893000,796.1,3077.3,413.7,232.8,4,43.1,83.3,166902,30994,119801,16107,14139,9063,157,1677,3242
Colorado,1998,3971000,786.5,2917.9,405.1,244.4,4.6,47.4,81.5,163189,31231,115871,16087,15008,9704,183,1883,3238
Colorado,1999,4056133,665.1,2692.9,364.8,219.2,4.6,41.4,75.3,151002,26979,109228,14795,13811,8891,185,1679,3056
Colorado,2000,4301261,630.8,2623.5,394.3,219.1,3.1,41.2,70.5,156937,27133,112843,16961,14367,9425,134,1774,3034
Colorado,2001,4430989,643.9,2738.9,473.8,222.3,3.6,43.6,80.2,170887,28533,121360,20994,15492,9849,158,1930,3555
Colorado,2002,4501051,703.8,2781.4,515.1,223.5,4,45.9,79.5,180054,31678,125193,23183,15882,10058,179,2066,3579
Colorado,2003,4547633,712.3,2737.6,501.7,218.2,4.1,42.1,82.2,179706,32394,124496,22816,15757,9921,185,1913,3738
Colorado,2004,4601821,717.3,2679.5,521.6,244.2,4.4,42.3,81.3,180322,33010,123308,24004,17121,11236,201,1945,3739
Colorado,2005,4663295,745.1,2736,560,264.9,3.7,43.4,84.7,188449,34746,127602,26101,18498,12351,173,2026,3948
Colorado,2006,4753377,681.9,2322,434.6,265.9,3.6,45.4,80.4,163439,32411,110372,20656,18794,12641,171,2158,3824
Colorado,2007,4861515,589,2067.6,342.6,234.7,3.2,42.7,71.2,145808,28633,100519,16656,17101,11410,155,2075,3461
Colorado,2008,4939456,568,1982.7,270.3,238.1,3.3,43.5,68.9,139340,28054,97937,13349,17480,11760,165,2151,3404
Colorado,2009,5024748,530.1,1892.2,248.4,223.4,3.2,45.2,67.1,134196,26637,95079,12480,17022,11223,159,2269,3371
Colorado,2010,5047692,519,1932.2,223.3,214.3,2.6,44.2,62.7,135001,26196,97534,11271,16339,10816,129,2230,3164
Colorado,2011,5116302,502.8,1877.4,215,202.2,3,44.7,64.5,132781,25725,96054,11002,16085,10346,155,2285,3299
Colorado,2012,5187582,504.2,1947.4,233.1,199.6,3.1,40.7,65.4,139270,26157,101021,12092,16023,10353,162,2113,3395
Colorado,2013,5268367,2658.5,476.1,1944.5,59.8,3.4,55.7,38.9,9963,140057,25081,102443,16226,3151,178,2934,2050
Colorado,2014,5355866,2530.1,438.2,1857.1,56.7,2.8,56.7,39.6,10325,135510,23472,99464,16554,3039,151,3039,2121
Colorado,2015,5456574,2641.5,429.8,1918.5,60.9,3.2,59.7,43.6,10759,144136,23454,104682,17515,3323,176,3257,2377
Colorado,2016,5540545,431.4,1955.3,354,211.1,3.7,64.2,63.7,151850,23903,108336,19611,18983,11696,204,3555,3528
Colorado,2017,5607154,406.9,1904.9,389.9,226.9,3.9,68.8,68.4,151483,22813,106809,21861,20638,12721,221,3858,3838
Colorado,2018,5695564,375.2,1915.9,380.5,255.4,3.7,71.5,66.7,152163,21371,109119,21673,22624,14547,210,4070,3797
Colorado,2019,5758736,348.4,1858.3,384,246.3,3.8,67.2,63.6,149189,20064,107012,22113,21938,14185,218,3872,3663
Connecticut,1960,2535234,333.4,656.9,129.7,21.6,1.6,4.1,9.3,28393,8452,16653,3288,928,548,41,103,236
Connecticut,1961,2614000,364.4,715.8,130.8,21.1,1,2.4,9.1,31658,9526,18712,3420,878,551,25,64,238
Connecticut,1962,2597000,395,760.1,146.2,21.8,1.3,3.1,9.9,33798,10259,19741,3798,938,565,34,81,258
Connecticut,1963,2666000,470.9,877.6,183.9,25.9,1.8,3.3,13.7,40853,12553,23397,4903,1192,691,47,88,366
Connecticut,1964,2766000,531.9,1003.4,206.7,41.9,1.8,5.5,15,48185,14713,27755,5717,1773,1158,49,152,414
Connecticut,1965,2832000,563.5,983.8,217.4,43.5,1.6,5.2,19.3,49978,15959,27862,6157,1973,1233,46,148,546
Connecticut,1966,2875000,616.6,1040.7,250.3,45.8,2,6,20.9,54844,17728,29919,7197,2146,1316,57,172,601
Connecticut,1967,2925000,751.7,1112.6,321.1,55.7,2.4,5.6,32.2,63922,21987,32543,9392,2804,1629,70,164,941
Connecticut,1968,2959000,964.4,1420.5,376.1,73.7,2.5,8,45,81702,28538,42034,11130,3825,2182,73,238,1332
Connecticut,1969,3000000,987.5,1663,427.8,79.1,2.9,8.7,56.5,92349,29624,49891,12834,4415,2373,86,260,1696
Connecticut,1970,3032217,1084.2,1750.7,484.2,87.4,3.5,9.1,70.4,100640,32874,53084,14682,5167,2649,106,276,2136
Connecticut,1971,3081000,1067.3,1846,539.1,95.5,3.1,11.9,83.2,106370,32884,56875,16611,5968,2942,96,367,2563
Connecticut,1972,3082000,956.8,1778,469.1,107.9,3.2,8.9,79.1,98745,29489,54798,14458,6138,3326,100,275,2437
Connecticut,1973,3076000,1029.3,1909.7,516.7,110.1,3.3,11.1,84.2,106296,31661,58742,15893,6421,3388,102,342,2589
Connecticut,1974,3088000,1353.9,2275,549.9,121.4,3.3,11.2,92.3,129042,41808,70252,16982,7045,3749,101,345,2850
Connecticut,1975,3095000,1512.6,2603.6,572.4,120.6,3.9,12.4,131.5,145111,46815,80581,17715,8308,3734,120,385,4069
Connecticut,1976,3117000,1383.9,2785.8,561.8,132.8,3.1,14.4,122.9,147477,43135,86832,17510,8516,4140,97,448,3831
Connecticut,1977,3108000,1346,2620.7,593.2,131.8,4.2,16.8,129.5,141719,41833,81450,18436,8774,4095,132,521,4026
Connecticut,1978,3099000,1362,2597.6,654.9,138.8,4.2,17.2,154.8,143003,42207,80500,20296,9762,4302,129,533,4798
Connecticut,1979,3115000,1548.3,3113.9,703.2,192.6,4.2,24.1,193.3,167131,48229,96997,21905,12902,5998,131,752,6021
Connecticut,1980,3095224,1700.6,3089.6,678.9,168.1,4.7,21.6,218,169283,52638,95631,21014,12768,5203,146,670,6749
Connecticut,1981,3132000,1691.9,3094.7,602.6,174.6,5.4,21.9,246.1,168790,52990,96927,18873,14033,5469,168,687,7709
Connecticut,1982,3153000,1410.8,3065,552.2,163.9,5.2,21.9,208.5,158532,44481,96640,17411,12597,5167,164,692,6574
Connecticut,1983,3138000,1274.3,2849.6,478.9,150.3,4.1,20,200.6,144437,39988,89421,15028,11767,4715,129,627,6296
Connecticut,1984,3154000,1128.9,2683.3,422.8,175.4,3.9,24.1,190.5,133573,35607,84630,13336,12422,5532,122,759,6009
Connecticut,1985,3174000,1135.5,2726,441.3,184.1,3.8,24,190,136572,36041,86524,14007,12758,5843,120,763,6032
Connecticut,1986,3189000,1197.6,2758.3,447.1,205.1,4.6,23.8,192.2,140411,38190,87963,14258,13578,6541,148,760,6129
Connecticut,1987,3211000,1218.3,2829.4,529,211.1,4.9,24.9,178.1,146958,39120,90852,16986,13455,6779,156,800,5720
Connecticut,1988,3241000,1218,2810.2,614,236.2,5.4,26.2,187.6,150455,39477,91079,19899,14759,7656,174,849,6080
Connecticut,1989,3239000,1236,2824.4,697.8,263.6,5.9,27.5,214.8,154119,40035,91483,22601,16576,8538,190,892,6956
Connecticut,1990,3287116,1227.7,2874.4,730.9,286,5.1,27.9,234.8,158867,40355,94485,24027,18201,9400,166,918,7717
Connecticut,1991,3291000,1191.1,2837.6,795.7,280.5,5.7,29.2,224.4,158770,39198,93384,26188,17761,9230,187,960,7384
Connecticut,1992,3281000,1108.6,2726.7,722.3,252.5,5.1,26.9,210.9,149535,36372,89463,23700,16252,8284,166,884,6918
Connecticut,1993,3277000,978.1,2620.6,595.5,228.7,6.3,24.4,196.7,137443,32052,85876,19515,14949,7496,206,800,6447
Connecticut,1994,3275000,889.8,2586.9,615.8,236.5,6.6,24.6,187.8,134030,29142,84721,20167,14916,7745,215,806,6150
Connecticut,1995,3275000,888.4,2668.7,540.2,214.4,4.6,23.7,163.2,134188,29095,87401,17692,13293,7022,150,776,5345
Connecticut,1996,3274000,842.2,2484.1,489.4,214.6,4.8,23.1,169.6,124924,27574,81328,16022,13490,7025,158,755,5552
Connecticut,1997,3270000,738.3,2410.4,444.7,211.6,3.8,22.6,152.9,117505,24143,78821,14541,12781,6918,124,740,4999
Connecticut,1998,3274000,665.9,2366.3,388.1,206.2,4.1,22.2,133.8,111978,21801,77472,12705,11993,6751,135,728,4379
Connecticut,1999,3282031,588,2111.5,344.2,198.9,3.3,19.9,123.5,99894,19298,69299,11297,11342,6527,107,654,4054
Connecticut,2000,3405565,512,2011.4,384.6,189.4,2.9,19.9,112.5,99033,17436,68498,13099,11058,6450,98,678,3832
Connecticut,2001,3434602,499.6,1914.7,360.4,191.1,3.1,18.6,121.8,95299,17159,65762,12378,11492,6565,105,639,4183
Connecticut,2002,3458587,494.7,1871.7,334.8,171,2.4,21.4,117.6,93426,17111,64735,11580,10807,5914,84,740,4069
Connecticut,2003,3486960,460.1,1880.4,326.1,172.7,3.2,20,120.8,92981,16043,65568,11370,11045,6023,112,698,4212
Connecticut,2004,3498966,456.1,1908.3,320.5,144.9,2.9,21.6,119.7,93942,15959,66770,11213,10113,5070,100,755,4188
Connecticut,2005,3500701,435.5,1840,303,136.9,3,20.3,112.3,90270,15245,64416,10609,9542,4792,105,712,3933
Connecticut,2006,3504809,444.6,1847.9,293.6,148.7,3.9,19.9,127.3,90638,15583,64765,10290,10505,5212,137,696,4460
Connecticut,2007,3502309,446.6,1739.9,284.1,155.4,3.2,19.7,122.9,86528,15640,60937,9951,10547,5441,113,690,4303
